wn	g_wn_up	g_wn_dn
94.05143006684443	(-2.5051677127183415e-18-0.010628449025415068j)	(-2.5051677127183415e-18-0.010628449025415068j)
94.44412914854315	(-2.9849962350691595e-19-0.010584276046711853j)	(-2.9849962350691595e-19-0.010584276046711853j)
94.83682823024188	(2.8061537734572593e-19-0.010540468571224884j)	(2.8061537734572593e-19-0.010540468571224884j)
95.2295273119406	(1.4985751975140354e-19-0.010497022085867877j)	(1.4985751975140354e-19-0.010497022085867877j)
95.62222639363932	(-6.096851954802683e-19-0.010453932144448144j)	(-6.096851954802683e-19-0.010453932144448144j)
96.01492547533805	(1.0198846287985671e-18-0.010411194377165848j)	(1.0198846287985671e-18-0.010411194377165848j)
96.40762455703678	(9.847399317013669e-20-0.01036880448322391j)	(9.847399317013669e-20-0.01036880448322391j)
96.8003236387355	(4.735853293403441e-20-0.01032675823466713j)	(4.735853293403441e-20-0.01032675823466713j)
97.19302272043423	(-4.638956114380523e-19-0.010285051467379446j)	(-4.638956114380523e-19-0.010285051467379446j)
97.58572180213295	(4.659960498709627e-20-0.01024368009202501j)	(4.659960498709627e-20-0.01024368009202501j)
97.97842088383167	(-1.733511075626252e-20-0.010202640072865464j)	(-1.733511075626252e-20-0.010202640072865464j)
98.3711199655304	(-1.5477334836903357e-19-0.010161927449438609j)	(-1.5477334836903357e-19-0.010161927449438609j)
98.76381904722912	(3.412121849186487e-20-0.010121538318042038j)	(3.412121849186487e-20-0.010121538318042038j)
99.15651812892784	(7.673027715743812e-19-0.010081468841602298j)	(7.673027715743812e-19-0.010081468841602298j)
99.54921721062657	(1.3434059847769321e-19-0.01004171523566292j)	(1.3434059847769321e-19-0.01004171523566292j)
99.94191629232529	(5.997931000248315e-19-0.010002273781812898j)	(5.997931000248315e-19-0.010002273781812898j)
100.33461537402401	(1.1417276605623719e-17-0.009963140821657947j)	(1.1417276605623719e-17-0.009963140821657947j)
